symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,pnl_pct,exit_reason
AMZN,2015-10-20,2016-01-11,572.286,612.17376,17.0,0.0,0.06756173592294012,Supertrend down
NVDA,2016-03-02,2017-01-10,32.586285,107.756095,326.0,120.75040000000001,2.3115412842219683,Supertrend down
MU,2017-01-10,2017-01-30,22.37118,23.80809,46.0,0.0,0.062104072677945155,Leader rotation
STX,2017-01-30,2017-03-28,44.4222,44.87755,793.0,499.59000000000003,0.02239995305962328,Supertrend down
INCY,2017-03-28,2017-04-05,139.52973,141.479225,175.0,0.0,0.01194597900945027,Leader rotation
WDC,2017-04-05,2017-08-04,83.411685,84.74760500000001,435.0,217.5,0.01997435509646661,Supertrend down
VRTX,2017-08-04,2017-11-01,154.75734,147.276325,164.0,0.0,-0.05024170996741317,Supertrend down
NVDA,2017-11-01,2017-12-06,209.45467499999998,185.60715,170.0,25.5,-0.1149103895947573,Supertrend down
DLTR,2017-12-19,2018-01-08,109.57475999999998,110.70462,289.0,0.0,0.00829271219076344,Leader rotation
TTWO,2018-01-08,2018-01-22,116.55824999999999,117.711115,274.0,0.0,0.007873127445230166,Leader rotation
ALGN,2018-01-22,2018-02-12,269.77482,233.133375,119.0,0.0,-0.13754896008845796,Supertrend down
NVDA,2018-02-16,2018-04-04,245.5227,214.90249500000002,113.0,16.95,-0.12585284564130084,Supertrend down
NFLX,2018-05-11,2018-07-24,329.814825,366.75653,73.0,0.0,0.10978561900690709,Supertrend down
ALGN,2018-07-24,2018-08-30,379.14948,382.88846,7.0,0.0,0.007843787869386443,Leader rotation
AMZN,2018-08-30,2018-09-24,1998.41871,1902.838105,13.0,0.0,-0.04973055888556199,Supertrend down
XLNX,2018-12-04,2018-12-27,93.96696,83.59818,273.0,0.0,-0.11212248784752998,Supertrend down
REGN,2019-01-10,2019-01-25,399.5996999999999,410.64457500000003,57.0,0.0,0.02558662160827807,Leader rotation
XLNX,2019-01-25,2019-05-02,105.97296,116.58168,220.0,79.2,0.10130348279476142,Supertrend down
CDNS,2019-05-02,2019-05-06,68.57427,68.58569000000001,364.0,0.0,-0.0018317999689143605,Leader rotation
MELI,2019-05-06,2019-09-04,565.86279,585.707,45.0,0.0,0.033000873310217615,Supertrend down
QCOM,2019-09-06,2019-10-15,78.99947999999999,76.84156,336.0,208.32,-0.021418735554069035,Supertrend down
ASML,2019-10-16,2019-12-09,260.39013,281.97894,99.0,115.83,0.08523459273712386,Leader rotation
AMD,2019-12-09,2019-12-17,39.479729999999996,42.488745,666.0,0.0,0.07406642351904158,Leader rotation
TSLA,2019-12-17,2020-02-12,379.179495,777.4810650000001,79.0,0.0,1.0463333764361953,Supertrend down
LRCX,2020-02-12,2020-03-02,328.164,296.49168000000003,139.0,0.0,-0.09831886181613725,Supertrend down
REGN,2020-04-15,2020-04-20,525.56265,566.4266450000001,108.0,0.0,0.07559949975815172,Leader rotation
TSLA,2020-04-20,2020-09-01,146.61337005000001,501.88893,415.0,0.0,2.4163743371035418,Leader rotation
ZM,2020-09-01,2020-09-15,439.72975499999995,409.795,212.0,0.0,-0.06993733282563752,Supertrend down
ZM,2020-10-13,2020-10-26,494.24699999999996,520.2297550000001,408.0,0.0,0.050467347116097905,Leader rotation
ALGN,2020-10-26,2020-11-09,462.961365,500.7495,443.0,0.0,0.07946156910631541,Leader rotation
PDD,2020-11-09,2020-11-19,112.63628999999999,134.37577850000002,1902.0,0.0,0.19062244882243506,Leader rotation
TSLA,2020-11-19,2021-03-01,492.246,689.7650449500001,546.0,0.0,0.3984611210899389,Supertrend down
AMAT,2021-04-06,2021-05-17,143.95193999999998,121.93900000000001,2613.0,0.0,-0.15461114567566314,Supertrend down
MRNA,2021-06-11,2021-07-08,212.00594999999998,215.55217000000002,1464.0,0.0,0.014695560825846554,Leader rotation
AMAT,2021-07-08,2021-07-23,131.70582,137.881025,2449.0,0.0,0.044794667665889465,Supertrend down
MRNA,2021-07-23,2021-09-07,331.06544999999994,409.29525,992.0,0.0,0.23382695860509561,Supertrend down
NVDA,2021-09-07,2021-10-05,228.444165,199.40025,1811.0,0.0,-0.12888189592368038,Supertrend down
TEAM,2021-10-19,2021-11-05,415.2075,447.15631,868.0,0.0,0.07479486955125036,Leader rotation
NVDA,2021-11-05,2021-12-20,302.020935,272.913475,1282.0,51.28,-0.09804877144815005,Supertrend down
PANW,2022-03-23,2022-05-06,588.9837447,518.8498453000001,593.0,0.0,-0.12083620824514119,Supertrend down
VRTX,2022-07-21,2022-08-23,285.93289500000003,292.043905,1074.0,0.0,0.01933147878737662,Leader rotation
TMUS,2022-08-23,2022-09-20,144.65229,140.67962500000002,2165.0,0.0,-0.029406677017198568,Supertrend down
PDD,2022-11-14,2023-01-17,67.623795,94.4577475,4495.0,0.0,0.39402144957656127,Leader rotation
NFLX,2023-01-17,2023-03-02,331.24553999999995,310.80452,1279.0,0.0,-0.06358427664248067,Supertrend down
MELI,2023-03-02,2023-03-22,1195.5974999999999,1223.5879000000002,33.0,0.0,0.021366445589815264,Leader rotation
NVDA,2023-03-22,2023-08-16,264.382125,444.9774,1504.0,60.160000000000004,0.6798726249200637,Supertrend down
NVDA,2023-08-30,2023-09-27,490.68521999999996,423.08835000000005,1361.0,54.44,-0.13940147072021314,Supertrend down
NVDA,2023-10-12,2023-10-25,468.00398505,433.76310995,1228.0,0.0,-0.07501546094012201,Supertrend down
META,2023-10-25,2023-11-01,310.155,301.69907500000005,172.0,0.0,-0.029207075025858842,Supertrend down
CEG,2023-11-06,2023-11-15,119.049495,126.51671,4454.0,0.0,0.06060029368994302,Leader rotation
NVDA,2023-11-15,2023-12-11,499.599675,474.67254500000007,1125.0,45.0,-0.05171253694940159,Supertrend down
ZS,2023-12-11,2023-12-12,200.48019,206.8965,269.0,0.0,0.029942760826495718,Leader rotation
PDD,2023-12-12,2024-02-05,143.27159999999998,121.73910000000001,3733.0,0.0,-0.15198919370646324,Supertrend down
CRWD,2024-02-05,2024-02-28,305.1525,318.70057,1486.0,0.0,0.04231099409107153,Supertrend down
NVDA,2024-02-28,2024-04-26,776.5881,837.76091,608.0,24.32,0.07666731188377973,Supertrend down
NVDA,2024-05-07,2024-07-01,91.143549,123.408265,5580.0,55.800000000000004,0.3514032139559331,Supertrend down
CRWD,2024-07-01,2024-07-25,385.47263999999996,258.260805,1784.0,0.0,-0.3313538429196832,Supertrend down
